Time [s]	 Channel 1 [V]	 
0	0.069901	 
0.000046	0.068726	 
0.000092	0.068573	 
0.000138	0.06575	 
0.000184	0.069061	 
0.00023	0.068848	 
0.000276	0.069153	 
0.000322	0.069046	 
0.000368	0.067566	 
0.000414	0.06813	 
0.00046	0.070557	 
0.000506	0.067291	 
0.000552	0.068512	 
0.000598	0.069626	 
0.000644	0.066864	 
0.00069	0.069778	 
0.000736	0.071198	 
0.000782	0.069489	 
0.000828	0.068878	 
0.000874	0.069946	 
0.00092	0.069733	 
0.000966	0.069336	 
0.001012	0.07019	 
0.001058	0.071747	 
0.001104	0.069702	 
0.00115	0.070923	 
0.001196	0.070526	 
0.001242	0.070068	 
0.001288	0.067764	 
0.001334	0.069458	 
0.00138	0.070206	 
0.001426	0.070541	 
0.001472	0.07019	 
0.001518	0.069427	 
0.001564	0.070038	 
0.00161	0.069946	 
0.001656	0.066574	 
0.001702	0.070618	 
0.001748	0.070389	 
0.001794	0.070404	 
0.00184	0.070221	 
0.001886	0.0681	 
0.001932	0.069656	 
0.001978	0.069061	 
0.002024	0.070328	 
0.00207	0.070129	 
0.002116	0.069672	 
0.002162	0.070313	 
0.002208	0.069214	 
0.002254	0.069473	 
0.0023	0.069519	 
0.002346	0.069534	 
0.002392	0.070618	 
0.002438	0.07045	 
0.002484	0.069885	 
0.00253	0.071106	 
0.002576	0.069626	 
0.002622	0.070709	 
0.002668	0.071243	 
0.002714	0.071106	 
0.00276	0.071014	 
0.002806	0.070694	 
0.002852	0.068649	 
0.002898	0.070663	 
0.002944	0.071899	 
0.00299	0.071625	 
0.003036	0.069458	 
0.003082	0.07164	 
0.003128	0.069626	 
0.003174	0.072174	 
0.00322	0.071335	 
0.003266	0.070313	 
0.003312	0.071564	 
0.003358	0.071838	 
0.003404	0.069839	 
0.00345	0.06958	 
0.003496	0.069214	 
0.003542	0.070221	 
0.003588	0.07074	 
0.003634	0.070313	 
0.00368	0.070953	 
0.003726	0.069885	 
0.003772	0.070099	 
0.003818	0.071289	 
0.003864	0.071075	 
0.00391	0.071121	 
0.003956	0.07074	 
0.004002	0.069794	 
0.004048	0.07019	 
0.004094	0.07103	 
0.00414	0.072159	 
0.004186	0.071503	 
0.004232	0.07132	 
0.004278	0.071289	 
0.004324	0.07193	 
0.00437	0.071411	 
0.004416	0.071991	 
0.004462	0.071503	 
0.004508	0.072266	 
0.004554	0.071228	 
0.0046	0.069809	 
0.004646	0.072327	 
0.004692	0.071991	 
0.004738	0.070084	 
0.004784	0.07196	 
0.00483	0.071655	 
0.004876	0.071899	 
0.004922	0.073135	 
0.004968	0.071777	 
0.005014	0.072556	 
0.00506	0.072876	 
0.005106	0.072388	 
0.005152	0.072388	 
0.005198	0.072937	 
0.005244	0.071808	 
0.00529	0.072266	 
0.005336	0.07193	 
0.005382	0.071686	 
0.005428	0.072174	 
0.005474	0.07103	 
0.00552	0.072098	 
0.005566	0.07106	 
0.005612	0.070587	 
0.005658	0.072906	 
0.005704	0.07045	 
0.00575	0.072983	 
0.005796	0.071136	 
0.005842	0.072632	 
0.005888	0.070465	 
0.005934	0.071777	 
0.00598	0.072342	 
0.006026	0.071991	 
0.006072	0.071228	 
0.006118	0.07312	 
0.006164	0.071365	 
0.00621	0.072128	 
0.006256	0.072815	 
0.006302	0.071106	 
0.006348	0.07196	 
0.006394	0.073257	 
0.00644	0.072098	 
0.006486	0.070877	 
0.006532	0.073822	 
0.006578	0.072632	 
0.006624	0.071472	 
0.00667	0.073502	 
0.006716	0.073914	 
0.006762	0.072052	 
0.006808	0.073471	 
0.006854	0.074951	 
0.0069	0.073303	 
0.006946	0.072388	 
0.006992	0.074234	 
0.007038	0.073303	 
0.007084	0.073547	 
0.00713	0.072906	 
0.007176	0.07431	 
0.007222	0.074142	 
0.007268	0.072418	 
0.007314	0.074158	 
0.00736	0.072662	 
0.007406	0.074036	 
0.007452	0.0737	 
0.007498	0.073654	 
0.007544	0.071716	 
0.00759	0.072418	 
0.007636	0.074371	 
0.007682	0.071991	 
0.007728	0.072769	 
0.007774	0.073715	 
0.00782	0.073914	 
0.007866	0.074249	 
0.007912	0.073242	 
0.007958	0.073624	 
0.008004	0.072861	 
0.00805	0.073593	 
0.008096	0.072205	 
0.008142	0.07373	 
0.008188	0.073517	 
0.008234	0.074921	 
0.00828	0.072784	 
0.008326	0.072586	 
0.008372	0.071259	 
0.008418	0.073318	 
0.008464	0.07132	 
