Time [s]	 Channel 1 [V]	 
0	0.180634	 
0.000046	0.181488	 
0.000092	0.180069	 
0.000138	0.179977	 
0.000184	0.181549	 
0.00023	0.180237	 
0.000276	0.180618	 
0.000322	0.180939	 
0.000368	0.180786	 
0.000414	0.179276	 
0.00046	0.180176	 
0.000506	0.178162	 
0.000552	0.181473	 
0.000598	0.182297	 
0.000644	0.180481	 
0.00069	0.181488	 
0.000736	0.181534	 
0.000782	0.182251	 
0.000828	0.181366	 
0.000874	0.180786	 
0.00092	0.181641	 
0.000966	0.180725	 
0.001012	0.17984	 
0.001058	0.181641	 
0.001104	0.180817	 
0.00115	0.182587	 
0.001196	0.179688	 
0.001242	0.18013	 
0.001288	0.181213	 
0.001334	0.179474	 
0.00138	0.182373	 
0.001426	0.181702	 
0.001472	0.181305	 
0.001518	0.181366	 
0.001564	0.18396	 
0.00161	0.181641	 
0.001656	0.181641	 
0.001702	0.182007	 
0.001748	0.180389	 
0.001794	0.181793	 
0.00184	0.180069	 
0.001886	0.180771	 
0.001932	0.182037	 
0.001978	0.182129	 
0.002024	0.180908	 
0.00207	0.182602	 
0.002116	0.180511	 
0.002162	0.180603	 
0.002208	0.180695	 
0.002254	0.180969	 
0.0023	0.180313	 
0.002346	0.181091	 
0.002392	0.180573	 
0.002438	0.181305	 
0.002484	0.182129	 
0.00253	0.182953	 
0.002576	0.181458	 
0.002622	0.180725	 
0.002668	0.183121	 
0.002714	0.182343	 
0.00276	0.181976	 
0.002806	0.182297	 
0.002852	0.180695	 
0.002898	0.181641	 
0.002944	0.182816	 
0.00299	0.181793	 
0.003036	0.181961	 
0.003082	0.181473	 
0.003128	0.182465	 
0.003174	0.180817	 
0.00322	0.180923	 
0.003266	0.180389	 
0.003312	0.181366	 
0.003358	0.183792	 
0.003404	0.182434	 
0.00345	0.183655	 
0.003496	0.181061	 
0.003542	0.182434	 
0.003588	0.182159	 
0.003634	0.182419	 
0.00368	0.182343	 
0.003726	0.181686	 
0.003772	0.181152	 
0.003818	0.181381	 
0.003864	0.183716	 
0.00391	0.184082	 
0.003956	0.182159	 
0.004002	0.183899	 
0.004048	0.1819	 
0.004094	0.18219	 
0.00414	0.183502	 
0.004186	0.18277	 
0.004232	0.183334	 
0.004278	0.181641	 
0.004324	0.183197	 
0.00437	0.183441	 
0.004416	0.183914	 
0.004462	0.183167	 
0.004508	0.18187	 
0.004554	0.180786	 
0.0046	0.181763	 
0.004646	0.183838	 
0.004692	0.183655	 
0.004738	0.182983	 
0.004784	0.184662	 
0.00483	0.182816	 
0.004876	0.18425	 
0.004922	0.184341	 
0.004968	0.184891	 
0.005014	0.183716	 
0.00506	0.184479	 
0.005106	0.183502	 
0.005152	0.183716	 
0.005198	0.181824	 
0.005244	0.182831	 
0.00529	0.181152	 
0.005336	0.183655	 
0.005382	0.181549	 
0.005428	0.181641	 
0.005474	0.185349	 
0.00552	0.183594	 
0.005566	0.184357	 
0.005612	0.182678	 
0.005658	0.184845	 
0.005704	0.182297	 
0.00575	0.182266	 
0.005796	0.183228	 
0.005842	0.182602	 
0.005888	0.18367	 
0.005934	0.183502	 
0.00598	0.183411	 
0.006026	0.184692	 
0.006072	0.185089	 
0.006118	0.184158	 
0.006164	0.183472	 
0.00621	0.181839	 
0.006256	0.181305	 
0.006302	0.18306	 
0.006348	0.184006	 
0.006394	0.183228	 
0.00644	0.18187	 
0.006486	0.183472	 
0.006532	0.1828	 
0.006578	0.183212	 
0.006624	0.181854	 
0.00667	0.183105	 
0.006716	0.183594	 
0.006762	0.184631	 
0.006808	0.1828	 
0.006854	0.183029	 
0.0069	0.182922	 
0.006946	0.182831	 
0.006992	0.184006	 
0.007038	0.183838	 
0.007084	0.184326	 
0.00713	0.185547	 
0.007176	0.183685	 
0.007222	0.183289	 
0.007268	0.182312	 
0.007314	0.184921	 
0.00736	0.183533	 
0.007406	0.184784	 
0.007452	0.183273	 
0.007498	0.183395	 
0.007544	0.181702	 
0.00759	0.184326	 
0.007636	0.181458	 
0.007682	0.182358	 
0.007728	0.185883	 
0.007774	0.184067	 
0.00782	0.185745	 
0.007866	0.183701	 
0.007912	0.18512	 
0.007958	0.185181	 
0.008004	0.183456	 
0.00805	0.183105	 
0.008096	0.185303	 
0.008142	0.184021	 
0.008188	0.186432	 
0.008234	0.182922	 
0.00828	0.184113	 
0.008326	0.184448	 
0.008372	0.186111	 
0.008418	0.183594	 
0.008464	0.186615	 
0.00851	0.185547	 
0.008556	0.185776	 
0.008602	0.184158	 
0.008648	0.183777	 
0.008694	0.183228	 
0.00874	0.183167	 
0.008786	0.183823	 
0.008832	0.183105	 
0.008878	0.184296	 
0.008924	0.186676	 
0.00897	0.182968	 
0.009016	0.184723	 
0.009062	0.184418	 
0.009108	0.183655	 
0.009154	0.184479	 
0.0092	0.184235	 
0.009246	0.183838	 
0.009292	0.184494	 
0.009338	0.184113	 
0.009384	0.183212	 
0.00943	0.184479	 
0.009476	0.184204	 
0.009522	0.183853	 
0.009568	0.183899	 
0.009614	0.183167	 
0.00966	0.184784	 
0.009706	0.185272	 
0.009752	0.184357	 
0.009798	0.185669	 
0.009844	0.185028	 
0.00989	0.182922	 
0.009936	0.184845	 
0.009982	0.18457	 
0.010028	0.183136	 
0.010074	0.184814	 
0.01012	0.185669	 
0.010166	0.184265	 
0.010212	0.184235	 
0.010258	0.185669	 
0.010304	0.183838	 
0.01035	0.184265	 
0.010396	0.184479	 
0.010442	0.185547	 
0.010488	0.18515	 
0.010534	0.184875	 
0.01058	0.184097	 
0.010626	0.184387	 
0.010672	0.183792	 
0.010718	0.183716	 
0.010764	0.185562	 
0.01081	0.184418	 
0.010856	0.186234	 
0.010902	0.186127	 
0.010948	0.186188	 
0.010994	0.183746	 
0.01104	0.185699	 
0.011086	0.185547	 
0.011132	0.184891	 
0.011178	0.183594	 
0.011224	0.183258	 
0.01127	0.182999	 
0.011316	0.183228	 
0.011362	0.184723	 
0.011408	0.183441	 
0.011454	0.183746	 
0.0115	0.18634	 
0.011546	0.183533	 
0.011592	0.18457	 
0.011638	0.185455	 
0.011684	0.184341	 
0.01173	0.185669	 
0.011776	0.186493	 
0.011822	0.186249	 
0.011868	0.186035	 
0.011914	0.185059	 
0.01196	0.184494	 
0.012006	0.185974	 
0.012052	0.185791	 
0.012098	0.185547	 
0.012144	0.187332	 
0.01219	0.184265	 
0.012236	0.184494	 
0.012282	0.185028	 
0.012328	0.185028	 
0.012374	0.185394	 
0.01242	0.187225	 
0.012466	0.184494	 
0.012512	0.185852	 
0.012558	0.185608	 
