Time [s]	 Channel 1 [V]	 
0	0.235016	 
0.000046	0.233322	 
0.000092	0.235046	 
0.000138	0.233307	 
0.000184	0.233887	 
0.00023	0.234055	 
0.000276	0.234161	 
0.000322	0.233307	 
0.000368	0.233673	 
0.000414	0.234924	 
0.00046	0.235428	 
0.000506	0.234268	 
0.000552	0.231995	 
0.000598	0.233597	 
0.000644	0.233215	 
0.00069	0.233398	 
0.000736	0.234695	 
0.000782	0.23468	 
0.000828	0.233704	 
0.000874	0.233704	 
0.00092	0.235443	 
0.000966	0.232086	 
0.001012	0.232925	 
0.001058	0.234314	 
0.001104	0.234131	 
0.00115	0.232574	 
0.001196	0.234619	 
0.001242	0.231705	 
0.001288	0.232178	 
0.001334	0.234497	 
0.00138	0.232773	 
0.001426	0.233826	 
0.001472	0.231659	 
0.001518	0.233124	 
0.001564	0.234253	 
0.00161	0.233551	 
0.001656	0.232864	 
0.001702	0.234512	 
0.001748	0.234482	 
0.001794	0.234192	 
0.00184	0.234222	 
0.001886	0.232422	 
0.001932	0.233398	 
0.001978	0.23233	 
0.002024	0.231537	 
0.00207	0.232742	 
0.002116	0.234833	 
0.002162	0.235168	 
0.002208	0.233383	 
0.002254	0.233322	 
0.0023	0.233124	 
0.002346	0.232727	 
0.002392	0.234406	 
0.002438	0.234558	 
0.002484	0.234955	 
0.00253	0.232986	 
0.002576	0.234055	 
0.002622	0.230927	 
0.002668	0.234512	 
0.002714	0.232498	 
0.00276	0.233307	 
0.002806	0.232056	 
0.002852	0.233597	 
0.002898	0.234222	 
0.002944	0.232422	 
0.00299	0.233185	 
0.003036	0.234085	 
0.003082	0.23349	 
0.003128	0.236145	 
0.003174	0.234665	 
0.00322	0.233826	 
0.003266	0.233704	 
0.003312	0.233414	 
0.003358	0.233078	 
0.003404	0.234161	 
0.00345	0.232117	 
0.003496	0.23233	 
0.003542	0.232574	 
0.003588	0.232727	 
0.003634	0.233719	 
0.00368	0.232178	 
0.003726	0.234741	 
0.003772	0.233826	 
0.003818	0.231079	 
0.003864	0.232056	 
0.00391	0.232147	 
0.003956	0.234131	 
0.004002	0.233215	 
0.004048	0.23616	 
0.004094	0.233612	 
0.00414	0.232193	 
0.004186	0.232422	 
0.004232	0.233521	 
0.004278	0.232422	 
0.004324	0.23468	 
0.00437	0.232193	 
0.004416	0.232437	 
0.004462	0.233261	 
0.004508	0.23497	 
0.004554	0.233841	 
0.0046	0.232086	 
0.004646	0.233948	 
0.004692	0.23407	 
0.004738	0.231934	 
0.004784	0.231903	 
0.00483	0.232666	 
0.004876	0.23288	 
0.004922	0.231293	 
0.004968	0.23381	 
0.005014	0.234863	 
0.00506	0.231354	 
0.005106	0.234741	 
0.005152	0.23233	 
0.005198	0.231781	 
0.005244	0.233459	 
0.00529	0.234207	 
0.005336	0.23378	 
0.005382	0.231598	 
0.005428	0.232773	 
0.005474	0.231277	 
0.00552	0.233398	 
0.005566	0.234146	 
0.005612	0.23114	 
0.005658	0.23497	 
0.005704	0.233154	 
0.00575	0.233856	 
0.005796	0.232422	 
0.005842	0.232864	 
0.005888	0.232742	 
0.005934	0.233032	 
0.00598	0.235184	 
0.006026	0.233368	 
0.006072	0.235016	 
0.006118	0.234528	 
0.006164	0.235596	 
0.00621	0.232681	 
0.006256	0.231659	 
0.006302	0.233185	 
0.006348	0.233826	 
0.006394	0.232941	 
0.00644	0.233109	 
0.006486	0.234406	 
0.006532	0.232224	 
0.006578	0.232544	 
0.006624	0.233231	 
0.00667	0.234329	 
0.006716	0.233978	 
0.006762	0.233383	 
0.006808	0.232925	 
0.006854	0.232178	 
0.0069	0.233749	 
0.006946	0.234512	 
0.006992	0.235229	 
0.007038	0.23201	 
0.007084	0.233307	 
0.00713	0.233063	 
0.007176	0.234543	 
0.007222	0.232025	 
0.007268	0.232742	 
0.007314	0.232254	 
0.00736	0.231598	 
0.007406	0.234238	 
0.007452	0.232697	 
0.007498	0.230835	 
0.007544	0.233246	 
0.00759	0.230972	 
0.007636	0.232086	 
0.007682	0.232788	 
0.007728	0.231842	 
0.007774	0.233017	 
0.00782	0.231934	 
0.007866	0.23291	 
0.007912	0.234833	 
0.007958	0.231018	 
0.008004	0.231766	 
0.00805	0.231522	 
0.008096	0.232788	 
0.008142	0.232483	 
0.008188	0.232574	 
0.008234	0.233749	 
0.00828	0.23201	 
0.008326	0.233063	 
0.008372	0.231049	 
0.008418	0.232117	 
0.008464	0.232285	 
0.00851	0.233994	 
0.008556	0.23349	 
0.008602	0.230881	 
0.008648	0.232422	 
0.008694	0.233337	 
0.00874	0.233612	 
0.008786	0.233063	 
0.008832	0.232086	 
0.008878	0.232224	 
0.008924	0.231842	 
0.00897	0.230652	 
0.009016	0.234299	 
0.009062	0.232635	 
0.009108	0.231323	 
0.009154	0.23175	 
0.0092	0.232819	 
0.009246	0.230835	 
0.009292	0.232498	 
0.009338	0.232361	 
0.009384	0.232986	 
0.00943	0.232422	 
0.009476	0.231262	 
0.009522	0.232788	 
0.009568	0.233093	 
0.009614	0.231537	 
0.00966	0.233459	 
0.009706	0.232147	 
0.009752	0.232986	 
0.009798	0.23465	 
0.009844	0.231995	 
0.00989	0.231216	 
0.009936	0.233307	 
0.009982	0.232635	 
0.010028	0.233658	 
0.010074	0.233078	 
0.01012	0.232986	 
0.010166	0.234329	 
0.010212	0.234131	 
0.010258	0.232178	 
0.010304	0.234726	 
0.01035	0.231781	 
0.010396	0.234909	 
0.010442	0.23233	 
0.010488	0.233459	 
0.010534	0.233475	 
0.01058	0.232651	 
0.010626	0.233521	 
0.010672	0.233429	 
0.010718	0.23175	 
0.010764	0.233398	 
0.01081	0.231903	 
0.010856	0.23291	 
0.010902	0.233032	 
0.010948	0.230255	 
0.010994	0.232971	 
0.01104	0.231918	 
0.011086	0.23175	 
0.011132	0.23262	 
0.011178	0.232086	 
0.011224	0.232208	 
0.01127	0.23468	 
0.011316	0.233948	 
0.011362	0.231613	 
0.011408	0.232681	 
0.011454	0.232574	 
0.0115	0.233902	 
0.011546	0.232086	 
0.011592	0.232117	 
0.011638	0.231049	 
0.011684	0.232452	 
0.01173	0.232422	 
0.011776	0.232803	 
0.011822	0.231659	 
0.011868	0.231964	 
0.011914	0.232193	 
0.01196	0.233063	 
0.012006	0.231201	 
0.012052	0.233093	 
0.012098	0.233871	 
0.012144	0.23291	 
0.01219	0.232285	 
0.012236	0.232483	 
0.012282	0.231354	 
0.012328	0.231689	 
0.012374	0.23288	 
0.01242	0.234863	 
0.012466	0.232742	 
0.012512	0.232727	 
0.012558	0.232239	 
0.012604	0.231415	 
0.01265	0.233627	 
0.012696	0.230728	 
0.012742	0.231781	 
0.012788	0.229813	 
0.012834	0.234283	 
0.01288	0.231064	 
0.012926	0.23317	 
0.012972	0.230347	 
0.013018	0.233612	 
0.013064	0.232468	 
0.01311	0.232468	 
0.013156	0.232727	 
0.013202	0.231262	 
0.013248	0.232742	 
0.013294	0.231567	 
0.01334	0.231873	 
0.013386	0.233719	 
0.013432	0.232788	 
0.013478	0.233459	 
0.013524	0.232422	 
0.01357	0.230301	 
0.013616	0.231491	 
0.013662	0.231567	 
0.013708	0.2323	 
0.013754	0.230499	 
0.0138	0.231354	 
0.013846	0.232147	 
0.013892	0.231216	 
0.013938	0.232193	 
0.013984	0.23111	 
0.01403	0.23201	 
0.014076	0.230591	 
0.014122	0.232193	 
0.014168	0.231598	 
0.014214	0.234283	 
0.01426	0.232483	 
0.014306	0.231888	 
0.014352	0.233109	 
0.014398	0.231384	 
0.014444	0.230362	 
0.01449	0.231842	 
0.014536	0.233719	 
0.014582	0.23349	 
0.014628	0.230286	 
0.014674	0.23053	 
0.01472	0.230759	 
0.014766	0.232224	 
0.014812	0.230347	 
0.014858	0.229797	 
0.014904	0.230789	 
0.01495	0.230835	 
0.014996	0.231094	 
0.015042	0.230865	 
0.015088	0.233032	 
0.015134	0.230621	 
0.01518	0.230164	 
0.015226	0.230545	 
