Time [s]	 Channel 1 [V]	 
0	0.08754	 
0.000077	0.088379	 
0.000153	0.090134	 
0.00023	0.087769	 
0.000306	0.090012	 
0.000383	0.088348	 
0.000459	0.087891	 
0.000536	0.089417	 
0.000612	0.088852	 
0.000689	0.087326	 
0.000765	0.088684	 
0.000842	0.088287	 
0.000918	0.088745	 
0.000995	0.088501	 
0.001071	0.088379	 
0.001148	0.086746	 
0.001224	0.086609	 
0.001301	0.086716	 
0.001377	0.086166	 
0.001454	0.086243	 
0.00153	0.086395	 
0.001607	0.086792	 
0.001683	0.087158	 
0.00176	0.088959	 
0.001836	0.088715	 
0.001913	0.089752	 
0.001989	0.090836	 
0.002066	0.089523	 
0.002142	0.089615	 
0.002219	0.08876	 
0.002295	0.09079	 
0.002372	0.087158	 
0.002448	0.088852	 
0.002525	0.089172	 
0.002601	0.088593	 
0.002678	0.08902	 
0.002754	0.08815	 
0.002831	0.089096	 
0.002907	0.086945	 
0.002984	0.085526	 
0.00306	0.085297	 
0.003137	0.085388	 
0.003213	0.083466	 
0.00329	0.08606	 
0.003366	0.085022	 
0.003443	0.087891	 
0.003519	0.086624	 
0.003596	0.086548	 
0.003672	0.08609	 
0.003749	0.086456	 
0.003825	0.086899	 
0.003902	0.09137	 
0.003978	0.090103	 
0.004055	0.089447	 
0.004131	0.091797	 
0.004208	0.089569	 
0.004284	0.08989	 
0.004361	0.090088	 
0.004437	0.09137	 
0.004514	0.090363	 
0.00459	0.089783	 
0.004667	0.089844	 
0.004743	0.090668	 
0.00482	0.086472	 
0.004896	0.087006	 
0.004973	0.087326	 
0.005049	0.087234	 
0.005126	0.086563	 
0.005202	0.087173	 
0.005279	0.084229	 
0.005355	0.086624	 
0.005432	0.087311	 
0.005508	0.087448	 
0.005585	0.085052	 
0.005661	0.085831	 
0.005738	0.086502	 
0.005814	0.088608	 
0.005891	0.08847	 
0.005967	0.088303	 
0.006044	0.090836	 
0.00612	0.089996	 
0.006197	0.089569	 
0.006273	0.091171	 
0.00635	0.089035	 
0.006426	0.090546	 
0.006503	0.089798	 
0.006579	0.090302	 
0.006656	0.087921	 
0.006732	0.087891	 
0.006809	0.086334	 
0.006885	0.086472	 
0.006962	0.084595	 
0.007038	0.085373	 
0.007115	0.084137	 
0.007191	0.086243	 
0.007268	0.084793	 
0.007344	0.085083	 
0.007421	0.086792	 
0.007497	0.087997	 
0.007574	0.086975	 
0.00765	0.087448	 
0.007727	0.086685	 
0.007803	0.088684	 
0.00788	0.089111	 
0.007956	0.088242	 
0.008033	0.089905	 
0.008109	0.089905	 
0.008186	0.088852	 
0.008262	0.08989	 
0.008339	0.089584	 
0.008415	0.089203	 
0.008492	0.087585	 
0.008568	0.089447	 
0.008645	0.088165	 
0.008721	0.086761	 
0.008798	0.087967	 
0.008874	0.088013	 
0.008951	0.085358	 
0.009027	0.085449	 
0.009104	0.085983	 
0.00918	0.084351	 
0.009257	0.08374	 
0.009333	0.083221	 
0.00941	0.084198	 
0.009486	0.083588	 
0.009563	0.086594	 
0.009639	0.084702	 
0.009716	0.084961	 
0.009792	0.086411	 
0.009869	0.087234	 
0.009945	0.087067	 
0.010022	0.089035	 
0.010098	0.089706	 
0.010175	0.088684	 
0.010251	0.088654	 
0.010328	0.088089	 
0.010404	0.087433	 
0.010481	0.088318	 
0.010557	0.087555	 
0.010634	0.087097	 
0.01071	0.084412	 
0.010787	0.085709	 
0.010863	0.086426	 
0.01094	0.086121	 
0.011016	0.084427	 
0.011093	0.085052	 
0.011169	0.084641	 
0.011246	0.08313	 
0.011322	0.084137	 
0.011399	0.086655	 
0.011475	0.085159	 
0.011552	0.083771	 
0.011628	0.083862	 
0.011705	0.0849	 
0.011781	0.084412	 
0.011858	0.085754	 
0.011934	0.08609	 
0.012011	0.088074	 
0.012087	0.087326	 
0.012164	0.088882	 
0.01224	0.088318	 
0.012317	0.089874	 
0.012393	0.091888	 
0.01247	0.08519	 
0.012546	0.087906	 
0.012623	0.088837	 
0.012699	0.088928	 
0.012776	0.087982	 
0.012852	0.086838	 
0.012929	0.087784	 
0.013005	0.08609	 
0.013082	0.085938	 
0.013158	0.083984	 
0.013235	0.084839	 
0.013311	0.083221	 
0.013388	0.086853	 
0.013464	0.085098	 
0.013541	0.083893	 
0.013617	0.083527	 
0.013694	0.08255	 
0.01377	0.084778	 
0.013847	0.083511	 
0.013923	0.08432	 
0.014	0.083344	 
0.014076	0.086273	 
0.014153	0.088318	 
0.014229	0.08699	 
0.014306	0.087463	 
0.014382	0.084641	 
0.014459	0.087143	 
0.014535	0.087204	 
0.014612	0.086884	 
0.014688	0.085739	 
0.014765	0.083298	 
0.014841	0.084808	 
0.014918	0.085037	 
0.014994	0.082962	 
0.015071	0.08403	 
0.015147	0.08226	 
0.015224	0.082291	 
0.0153	0.084106	 
0.015377	0.084274	 
0.015453	0.082672	 
0.01553	0.084213	 
0.015606	0.084488	 
0.015683	0.082733	 
0.015759	0.082275	 
0.015836	0.086349	 
0.015912	0.08432	 
0.015989	0.084625	 
0.016065	0.086151	 
0.016142	0.083527	 
0.016218	0.086426	 
0.016295	0.085938	 
0.016371	0.083557	 
0.016448	0.085617	 
0.016524	0.086029	 
0.016601	0.086151	 
0.016677	0.08757	 
0.016754	0.086624	 
0.01683	0.083496	 
0.016907	0.083893	 
0.016983	0.082947	 
0.01706	0.083984	 
0.017136	0.085114	 
0.017213	0.08313	 
0.017289	0.084915	 
0.017366	0.084396	 
0.017442	0.084351	 
0.017519	0.086227	 
0.017595	0.084366	 
0.017672	0.085938	 
0.017748	0.084991	 
0.017825	0.085159	 
0.017901	0.085098	 
0.017978	0.083847	 
0.018054	0.084641	 
0.018131	0.08606	 
0.018207	0.085983	 
0.018284	0.085754	 
0.01836	0.084137	 
0.018437	0.084152	 
0.018513	0.08577	 
0.01859	0.084595	 
0.018666	0.083206	 
0.018743	0.081924	 
0.018819	0.083405	 
0.018896	0.082321	 
0.018972	0.082733	 
0.019049	0.081238	 
0.019125	0.081665	 
0.019202	0.08342	 
0.019278	0.083557	 
0.019355	0.08078	 
0.019431	0.083176	 
0.019508	0.085007	 
0.019584	0.082245	 
0.019661	0.084106	 
0.019737	0.084457	 
0.019814	0.084488	 
0.01989	0.086761	 
0.019967	0.086212	 
0.020043	0.085327	 
0.02012	0.085693	 
0.020196	0.088287	 
0.020273	0.086151	 
0.020349	0.087311	 
0.020426	0.085114	 
0.020502	0.086517	 
0.020579	0.086655	 
0.020655	0.086777	 
0.020732	0.084137	 
0.020808	0.084656	 
0.020885	0.082977	 
0.020961	0.08548	 
0.021038	0.084808	 
0.021114	0.083038	 
0.021191	0.081848	 
0.021267	0.083832	 
0.021344	0.084335	 
0.02142	0.082382	 
0.021497	0.0802	 
0.021573	0.081787	 
0.02165	0.081223	 
0.021726	0.081375	 
0.021803	0.082397	 
0.021879	0.081711	 
0.021956	0.083511	 
0.022032	0.084686	 
0.022109	0.086014	 
0.022185	0.085709	 
0.022262	0.085281	 
0.022338	0.086288	 
0.022415	0.087128	 
0.022491	0.086105	 
0.022568	0.085159	 
0.022644	0.08609	 
0.022721	0.082779	 
0.022797	0.082336	 
0.022874	0.083328	 
0.02295	0.083664	 
0.023027	0.082611	 
0.023103	0.082428	 
0.02318	0.080963	 
0.023256	0.080978	 
0.023333	0.079987	 
0.023409	0.080078	 
0.023486	0.081665	 
0.023562	0.08284	 
0.023639	0.081207	 
0.023715	0.082031	 
0.023792	0.082642	 
0.023868	0.084442	 
0.023945	0.08403	 
0.024021	0.085617	 
0.024098	0.083572	 
0.024174	0.085815	 
0.024251	0.083893	 
0.024327	0.082123	 
0.024404	0.086243	 
0.02448	0.085251	 
0.024557	0.087234	 
0.024633	0.082336	 
0.02471	0.08548	 
0.024786	0.086426	 
0.024863	0.083786	 
0.024939	0.084473	 
0.025016	0.082611	 
0.025092	0.082138	 
0.025169	0.081726	 
0.025245	0.082382	 
0.025322	0.082428	 
0.025398	0.084	 
0.025475	0.083023	 
0.025551	0.080841	 
0.025628	0.081055	 
0.025704	0.080231	 
0.025781	0.082031	 
0.025857	0.084274	 
0.025934	0.082153	 
0.02601	0.083481	 
0.026087	0.082977	 
0.026163	0.083801	 
0.02624	0.083801	 
0.026316	0.083679	 
0.026393	0.08316	 
0.026469	0.082932	 
0.026546	0.083862	 
0.026622	0.084961	 
0.026699	0.083664	 
0.026775	0.082199	 
0.026852	0.084061	 
0.026928	0.081863	 
0.027005	0.0802	 
0.027081	0.079605	 
0.027158	0.081863	 
0.027234	0.08255	 
0.027311	0.08168	 
0.027387	0.083618	 
0.027464	0.081207	 
0.02754	0.083862	 
0.027617	0.083679	 
0.027693	0.082413	 
0.02777	0.083237	 
0.027846	0.083817	 
0.027923	0.083298	 
0.027999	0.083527	 
0.028076	0.082184	 
0.028152	0.083328	 
0.028229	0.084137	 
0.028305	0.082794	 
0.028382	0.085327	 
0.028458	0.083206	 
0.028535	0.084	 
0.028611	0.083206	 
0.028688	0.084137	 
0.028764	0.081177	 
0.028841	0.08197	 
