Time [s]	 Channel 1 [V]	 
0	0.195435	 
0.000077	0.195862	 
0.000153	0.194885	 
0.00023	0.193024	 
0.000306	0.191284	 
0.000383	0.19191	 
0.000459	0.191803	 
0.000536	0.191559	 
0.000612	0.194595	 
0.000689	0.193268	 
0.000765	0.19278	 
0.000842	0.193726	 
0.000918	0.192001	 
0.000995	0.192505	 
0.001071	0.1922	 
0.001148	0.19397	 
0.001224	0.193512	 
0.001301	0.192444	 
0.001377	0.194427	 
0.001454	0.193771	 
0.00153	0.193954	 
0.001607	0.194489	 
0.001683	0.193283	 
0.00176	0.194519	 
0.001836	0.19545	 
0.001913	0.194855	 
0.001989	0.194122	 
0.002066	0.195526	 
0.002142	0.193512	 
0.002219	0.193115	 
0.002295	0.194778	 
0.002372	0.192291	 
0.002448	0.19162	 
0.002525	0.194366	 
0.002601	0.191437	 
0.002678	0.194092	 
0.002754	0.193375	 
0.002831	0.194855	 
0.002907	0.194946	 
0.002984	0.193649	 
0.00306	0.193604	 
0.003137	0.19278	 
0.003213	0.192657	 
0.00329	0.193527	 
0.003366	0.194763	 
0.003443	0.192474	 
0.003519	0.195007	 
0.003596	0.193359	 
0.003672	0.194916	 
0.003749	0.193695	 
0.003825	0.194244	 
0.003902	0.196564	 
0.003978	0.196426	 
0.004055	0.195175	 
0.004131	0.194641	 
0.004208	0.192596	 
0.004284	0.194733	 
0.004361	0.194733	 
0.004437	0.194275	 
0.004514	0.194031	 
0.00459	0.194382	 
0.004667	0.195084	 
0.004743	0.194489	 
0.00482	0.193512	 
0.004896	0.194733	 
0.004973	0.194885	 
0.005049	0.195984	 
0.005126	0.194824	 
0.005202	0.196075	 
0.005279	0.194458	 
0.005355	0.194946	 
0.005432	0.194687	 
0.005508	0.192688	 
0.005585	0.195709	 
0.005661	0.195877	 
0.005738	0.195129	 
0.005814	0.197418	 
0.005891	0.195801	 
0.005967	0.197372	 
0.006044	0.19696	 
0.00612	0.198425	 
0.006197	0.197891	 
0.006273	0.196625	 
0.00635	0.198883	 
0.006426	0.198181	 
0.006503	0.197083	 
0.006579	0.196899	 
0.006656	0.198349	 
0.006732	0.196594	 
0.006809	0.198029	 
0.006885	0.197052	 
0.006962	0.19812	 
0.007038	0.198944	 
0.007115	0.197418	 
0.007191	0.195908	 
0.007268	0.200394	 
0.007344	0.197876	 
0.007421	0.198746	 
0.007497	0.198059	 
0.007574	0.199432	 
0.00765	0.197906	 
0.007727	0.200592	 
0.007803	0.200226	 
0.00788	0.199051	 
0.007956	0.200134	 
0.008033	0.19989	 
0.008109	0.200058	 
0.008186	0.200806	 
0.008262	0.200073	 
0.008339	0.200668	 
0.008415	0.199402	 
0.008492	0.198608	 
0.008568	0.199509	 
0.008645	0.200104	 
0.008721	0.201828	 
0.008798	0.201172	 
0.008874	0.200638	 
0.008951	0.200073	 
0.009027	0.200043	 
0.009104	0.201294	 
0.00918	0.198303	 
0.009257	0.201584	 
0.009333	0.199692	 
0.00941	0.201904	 
0.009486	0.201447	 
0.009563	0.200745	 
0.009639	0.200043	 
0.009716	0.199951	 
0.009792	0.201324	 
0.009869	0.2005	 
0.009945	0.202408	 
0.010022	0.202057	 
0.010098	0.201294	 
0.010175	0.203461	 
0.010251	0.204315	 
0.010328	0.20311	 
0.010404	0.203781	 
0.010481	0.20137	 
0.010557	0.203156	 
0.010634	0.201828	 
0.01071	0.201965	 
0.010787	0.202423	 
0.010863	0.201904	 
0.01094	0.204498	 
0.011016	0.203262	 
0.011093	0.202179	 
0.011169	0.20401	 
0.011246	0.201538	 
0.011322	0.201691	 
0.011399	0.201477	 
0.011475	0.202255	 
0.011552	0.201935	 
0.011628	0.201904	 
0.011705	0.202682	 
0.011781	0.202744	 
0.011858	0.204132	 
0.011934	0.20195	 
0.012011	0.203003	 
0.012087	0.203629	 
0.012164	0.204361	 
0.01224	0.204987	 
0.012317	0.203232	 
0.012393	0.202103	 
0.01247	0.204559	 
0.012546	0.203629	 
0.012623	0.204193	 
0.012699	0.203293	 
0.012776	0.202179	 
0.012852	0.204193	 
0.012929	0.203751	 
0.013005	0.203766	 
0.013082	0.202942	 
0.013158	0.204269	 
0.013235	0.204437	 
0.013311	0.204254	 
0.013388	0.202377	 
0.013464	0.202515	 
0.013541	0.205841	 
0.013617	0.20401	 
0.013694	0.204163	 
0.01377	0.204605	 
0.013847	0.20517	 
0.013923	0.20517	 
0.014	0.204895	 
0.014076	0.204834	 
0.014153	0.206055	 
0.014229	0.204987	 
0.014306	0.204315	 
0.014382	0.205231	 
0.014459	0.204041	 
0.014535	0.20636	 
0.014612	0.204712	 
0.014688	0.205734	 
0.014765	0.205841	 
0.014841	0.20433	 
0.014918	0.204651	 
0.014994	0.206024	 
0.015071	0.203842	 
0.015147	0.205551	 
0.015224	0.205383	 
0.0153	0.205551	 
0.015377	0.207031	 
0.015453	0.206268	 
0.01553	0.205933	 
0.015606	0.205276	 
0.015683	0.204849	 
0.015759	0.20636	 
0.015836	0.203766	 
0.015912	0.206512	 
0.015989	0.204315	 
