Time [s]	 Channel 1 [V]	 
0	0.087646	 
0.000077	0.086121	 
0.000153	0.086151	 
0.00023	0.084747	 
0.000306	0.085602	 
0.000383	0.086151	 
0.000459	0.087219	 
0.000536	0.085663	 
0.000612	0.085938	 
0.000689	0.087296	 
0.000765	0.086731	 
0.000842	0.087479	 
0.000918	0.085419	 
0.000995	0.086197	 
0.001071	0.087067	 
0.001148	0.087448	 
0.001224	0.087021	 
0.001301	0.086304	 
0.001377	0.086792	 
0.001454	0.086548	 
0.00153	0.087631	 
0.001607	0.087997	 
0.001683	0.08667	 
0.00176	0.087692	 
0.001836	0.087677	 
0.001913	0.087692	 
0.001989	0.086945	 
0.002066	0.087067	 
0.002142	0.088837	 
0.002219	0.086197	 
0.002295	0.087494	 
0.002372	0.088013	 
0.002448	0.087128	 
0.002525	0.087799	 
0.002601	0.088699	 
0.002678	0.087509	 
0.002754	0.087021	 
0.002831	0.087799	 
0.002907	0.088516	 
0.002984	0.087479	 
0.00306	0.086975	 
0.003137	0.08754	 
0.003213	0.088165	 
0.00329	0.088974	 
0.003366	0.087601	 
0.003443	0.08815	 
0.003519	0.088181	 
0.003596	0.087204	 
0.003672	0.08931	 
0.003749	0.087906	 
0.003825	0.088409	 
0.003902	0.088257	 
0.003978	0.087433	 
0.004055	0.087952	 
0.004131	0.088806	 
0.004208	0.088196	 
0.004284	0.087646	 
0.004361	0.087982	 
0.004437	0.089447	 
0.004514	0.08876	 
0.00459	0.086456	 
0.004667	0.089111	 
0.004743	0.087448	 
0.00482	0.087891	 
0.004896	0.090057	 
0.004973	0.089172	 
0.005049	0.087921	 
0.005126	0.091339	 
0.005202	0.088272	 
0.005279	0.088516	 
0.005355	0.087662	 
0.005432	0.088593	 
0.005508	0.089478	 
0.005585	0.089218	 
0.005661	0.087067	 
0.005738	0.087402	 
0.005814	0.088547	 
0.005891	0.089935	 
0.005967	0.089264	 
0.006044	0.087769	 
0.00612	0.08812	 
0.006197	0.086395	 
0.006273	0.085724	 
0.00635	0.087631	 
0.006426	0.085159	 
0.006503	0.087921	 
0.006579	0.088425	 
0.006656	0.086639	 
0.006732	0.087891	 
0.006809	0.089111	 
0.006885	0.08992	 
0.006962	0.087769	 
0.007038	0.087082	 
0.007115	0.088531	 
0.007191	0.087906	 
0.007268	0.088287	 
0.007344	0.087463	 
0.007421	0.086899	 
0.007497	0.088898	 
0.007574	0.087891	 
0.00765	0.089432	 
0.007727	0.09024	 
0.007803	0.090256	 
0.00788	0.090561	 
0.007956	0.089752	 
0.008033	0.087677	 
0.008109	0.090179	 
0.008186	0.088669	 
0.008262	0.086456	 
0.008339	0.087357	 
0.008415	0.088699	 
0.008492	0.086548	 
0.008568	0.087509	 
0.008645	0.086868	 
0.008721	0.088699	 
0.008798	0.089569	 
0.008874	0.091614	 
0.008951	0.090332	 
0.009027	0.090118	 
0.009104	0.091125	 
0.00918	0.091156	 
0.009257	0.091339	 
0.009333	0.090012	 
0.00941	0.090652	 
0.009486	0.091339	 
0.009563	0.090485	 
0.009639	0.090195	 
0.009716	0.090576	 
0.009792	0.089874	 
0.009869	0.091034	 
0.009945	0.091827	 
0.010022	0.09021	 
0.010098	0.091614	 
0.010175	0.091064	 
0.010251	0.090729	 
0.010328	0.091629	 
0.010404	0.088287	 
0.010481	0.090683	 
0.010557	0.090027	 
0.010634	0.090561	 
0.01071	0.090668	 
0.010787	0.090683	 
0.010863	0.090485	 
0.01094	0.093628	 
0.011016	0.094543	 
0.011093	0.090927	 
0.011169	0.092255	 
0.011246	0.093567	 
0.011322	0.092148	 
0.011399	0.09259	 
0.011475	0.092896	 
0.011552	0.093201	 
0.011628	0.091949	 
0.011705	0.093369	 
0.011781	0.093872	 
0.011858	0.09465	 
0.011934	0.096985	 
0.012011	0.096649	 
0.012087	0.09613	 
0.012164	0.09552	 
0.01224	0.094025	 
0.012317	0.094604	 
0.012393	0.094086	 
0.01247	0.089996	 
0.012546	0.092438	 
0.012623	0.091721	 
0.012699	0.091675	 
0.012776	0.091461	 
0.012852	0.091812	 
0.012929	0.092957	 
0.013005	0.09314	 
0.013082	0.095169	 
0.013158	0.094696	 
0.013235	0.094574	 
0.013311	0.095093	 
0.013388	0.094055	 
0.013464	0.093811	 
0.013541	0.095764	 
0.013617	0.094833	 
0.013694	0.095093	 
0.01377	0.095718	 
0.013847	0.095093	 
0.013923	0.096222	 
0.014	0.098297	 
0.014076	0.09729	 
0.014153	0.097565	 
0.014229	0.096329	 
0.014306	0.099426	 
0.014382	0.097656	 
0.014459	0.098373	 
0.014535	0.097656	 
0.014612	0.097488	 
0.014688	0.095276	 
0.014765	0.095459	 
0.014841	0.095703	 
0.014918	0.09726	 
0.014994	0.095917	 
0.015071	0.095947	 
0.015147	0.096939	 
0.015224	0.098083	 
0.0153	0.098434	 
0.015377	0.098969	 
0.015453	0.100006	 
0.01553	0.099731	 
0.015606	0.099533	 
0.015683	0.10054	 
0.015759	0.099609	 
0.015836	0.099609	 
0.015912	0.097656	 
0.015989	0.099091	 
0.016065	0.100479	 
0.016142	0.100571	 
0.016218	0.101776	 
0.016295	0.102234	 
0.016371	0.101929	 
0.016448	0.103683	 
0.016524	0.104218	 
0.016601	0.102768	 
0.016677	0.100266	 
0.016754	0.101868	 
0.01683	0.101349	 
0.016907	0.102127	 
0.016983	0.103333	 
0.01706	0.100998	 
0.017136	0.101944	 
0.017213	0.102341	 
0.017289	0.104004	 
0.017366	0.103516	 
0.017442	0.103592	 
0.017519	0.105286	 
0.017595	0.103516	 
0.017672	0.104599	 
0.017748	0.103287	 
0.017825	0.106003	 
0.017901	0.103394	 
0.017978	0.104538	 
0.018054	0.104767	 
0.018131	0.105377	 
0.018207	0.107483	 
0.018284	0.107361	 
0.01836	0.107208	 
0.018437	0.105133	 
0.018513	0.108231	 
0.01859	0.106659	 
0.018666	0.105423	 
0.018743	0.106735	 
0.018819	0.103394	 
0.018896	0.106964	 
0.018972	0.106262	 
0.019049	0.106995	 
0.019125	0.105804	 
0.019202	0.107697	 
0.019278	0.11084	 
0.019355	0.107819	 
0.019431	0.107986	 
0.019508	0.107269	 
0.019584	0.108932	 
0.019661	0.106781	 
0.019737	0.10965	 
0.019814	0.107422	 
0.01989	0.10759	 
0.019967	0.108948	 
0.020043	0.108139	 
0.02012	0.109497	 
0.020196	0.107483	 
0.020273	0.1082	 
0.020349	0.107208	 
0.020426	0.109467	 
0.020502	0.110229	 
0.020579	0.108261	 
0.020655	0.109039	 
0.020732	0.109711	 
0.020808	0.11055	 
0.020885	0.107788	 
0.020961	0.109528	 
0.021038	0.109329	 
0.021114	0.111542	 
0.021191	0.108307	 
0.021267	0.108688	 
0.021344	0.107498	 
0.02142	0.109741	 
0.021497	0.108536	 
0.021573	0.111694	 
0.02165	0.108994	 
0.021726	0.108978	 
0.021803	0.11145	 
0.021879	0.110504	 
0.021956	0.110657	 
0.022032	0.110397	 
0.022109	0.109406	 
0.022185	0.109833	 
0.022262	0.11293	 
0.022338	0.112534	 
0.022415	0.110779	 
0.022491	0.112778	 
0.022568	0.11377	 
0.022644	0.112732	 
0.022721	0.111938	 
0.022797	0.112885	 
0.022874	0.11232	 
0.02295	0.111725	 
0.023027	0.112457	 
0.023103	0.11116	 
0.02318	0.11116	 
0.023256	0.112671	 
0.023333	0.112534	 
0.023409	0.112183	 
0.023486	0.114471	 
