Time [s]	 Channel 1 [V]	 
0	0.209885	 
0.000077	0.207886	 
0.000153	0.206421	 
0.00023	0.209793	 
0.000306	0.209381	 
0.000383	0.209518	 
0.000459	0.210403	 
0.000536	0.210373	 
0.000612	0.209564	 
0.000689	0.210449	 
0.000765	0.209778	 
0.000842	0.209183	 
0.000918	0.209351	 
0.000995	0.208221	 
0.001071	0.209793	 
0.001148	0.210968	 
0.001224	0.209732	 
0.001301	0.209106	 
0.001377	0.208405	 
0.001454	0.208038	 
0.00153	0.210342	 
0.001607	0.209503	 
0.001683	0.209885	 
0.00176	0.20845	 
0.001836	0.210388	 
0.001913	0.208893	 
0.001989	0.209747	 
0.002066	0.209213	 
0.002142	0.209671	 
0.002219	0.209839	 
0.002295	0.210327	 
0.002372	0.206116	 
0.002448	0.20874	 
0.002525	0.209518	 
0.002601	0.209686	 
0.002678	0.210602	 
0.002754	0.209381	 
0.002831	0.209442	 
0.002907	0.20752	 
0.002984	0.208862	 
0.00306	0.20929	 
0.003137	0.208984	 
0.003213	0.20813	 
0.00329	0.20813	 
0.003366	0.209595	 
0.003443	0.210663	 
0.003519	0.210327	 
0.003596	0.210114	 
0.003672	0.210678	 
0.003749	0.209152	 
0.003825	0.209167	 
0.003902	0.207687	 
0.003978	0.209076	 
0.004055	0.20784	 
0.004131	0.209442	 
0.004208	0.210358	 
0.004284	0.208374	 
0.004361	0.209747	 
0.004437	0.209778	 
0.004514	0.207275	 
0.00459	0.209839	 
0.004667	0.210114	 
0.004743	0.210251	 
0.00482	0.209839	 
0.004896	0.210678	 
0.004973	0.209335	 
0.005049	0.210541	 
0.005126	0.20874	 
0.005202	0.209198	 
0.005279	0.209015	 
0.005355	0.209229	 
0.005432	0.207199	 
0.005508	0.212555	 
0.005585	0.207764	 
0.005661	0.20874	 
0.005738	0.210938	 
0.005814	0.207443	 
0.005891	0.212021	 
0.005967	0.210022	 
0.006044	0.209335	 
0.00612	0.208221	 
0.006197	0.210358	 
0.006273	0.209518	 
0.00635	0.209396	 
0.006426	0.209457	 
0.006503	0.207687	 
0.006579	0.209732	 
0.006656	0.210663	 
0.006732	0.208984	 
0.006809	0.208588	 
0.006885	0.20755	 
0.006962	0.208374	 
0.007038	0.210815	 
0.007115	0.208496	 
0.007191	0.210419	 
0.007268	0.210754	 
0.007344	0.209244	 
0.007421	0.209183	 
0.007497	0.208405	 
0.007574	0.207764	 
0.00765	0.208832	 
0.007727	0.211395	 
0.007803	0.209152	 
0.00788	0.20816	 
0.007956	0.209	 
0.008033	0.21167	 
0.008109	0.210175	 
0.008186	0.209442	 
0.008262	0.209839	 
0.008339	0.209381	 
0.008415	0.207489	 
0.008492	0.210083	 
0.008568	0.210358	 
0.008645	0.209732	 
0.008721	0.211105	 
0.008798	0.208908	 
0.008874	0.209198	 
0.008951	0.210571	 
0.009027	0.20874	 
0.009104	0.210571	 
0.00918	0.210037	 
0.009257	0.210968	 
0.009333	0.208328	 
0.00941	0.21022	 
0.009486	0.208878	 
0.009563	0.210602	 
0.009639	0.210785	 
0.009716	0.20993	 
0.009792	0.20813	 
0.009869	0.21051	 
0.009945	0.210999	 
0.010022	0.208679	 
0.010098	0.208618	 
0.010175	0.209641	 
0.010251	0.209686	 
0.010328	0.208817	 
0.010404	0.211594	 
0.010481	0.211777	 
0.010557	0.209763	 
0.010634	0.208984	 
0.01071	0.209549	 
0.010787	0.207504	 
0.010863	0.207947	 
0.01094	0.20993	 
0.011016	0.210693	 
0.011093	0.208206	 
0.011169	0.209778	 
0.011246	0.210831	 
0.011322	0.208801	 
0.011399	0.210297	 
0.011475	0.209457	 
0.011552	0.211517	 
0.011628	0.208862	 
0.011705	0.210373	 
0.011781	0.209869	 
0.011858	0.208786	 
0.011934	0.209198	 
0.012011	0.211914	 
0.012087	0.209473	 
0.012164	0.208832	 
0.01224	0.210846	 
0.012317	0.209518	 
0.012393	0.21106	 
0.01247	0.209229	 
0.012546	0.209381	 
0.012623	0.210602	 
0.012699	0.209106	 
0.012776	0.208908	 
0.012852	0.209625	 
0.012929	0.209442	 
0.013005	0.209152	 
0.013082	0.207397	 
0.013158	0.211121	 
0.013235	0.208786	 
0.013311	0.21106	 
0.013388	0.208984	 
0.013464	0.207596	 
0.013541	0.208923	 
0.013617	0.210648	 
0.013694	0.209381	 
0.01377	0.20816	 
0.013847	0.209869	 
0.013923	0.208984	 
0.014	0.209778	 
0.014076	0.210617	 
0.014153	0.211456	 
0.014229	0.209641	 
0.014306	0.20932	 
0.014382	0.207397	 
0.014459	0.210541	 
0.014535	0.210083	 
0.014612	0.21022	 
0.014688	0.208817	 
0.014765	0.211029	 
0.014841	0.209869	 
0.014918	0.210587	 
0.014994	0.20929	 
0.015071	0.210464	 
0.015147	0.209732	 
0.015224	0.208328	 
0.0153	0.20929	 
0.015377	0.210236	 
0.015453	0.209778	 
0.01553	0.211426	 
0.015606	0.211792	 
0.015683	0.210968	 
0.015759	0.209518	 
0.015836	0.21106	 
0.015912	0.209534	 
0.015989	0.212128	 
0.016065	0.209549	 
0.016142	0.210205	 
0.016218	0.209274	 
0.016295	0.209351	 
0.016371	0.210358	 
0.016448	0.209854	 
0.016524	0.209641	 
0.016601	0.209778	 
0.016677	0.210388	 
0.016754	0.211639	 
0.01683	0.210312	 
0.016907	0.209656	 
0.016983	0.209549	 
0.01706	0.209351	 
0.017136	0.209305	 
0.017213	0.209625	 
0.017289	0.209839	 
0.017366	0.210846	 
0.017442	0.210419	 
0.017519	0.208405	 
0.017595	0.211273	 
0.017672	0.210999	 
0.017748	0.20903	 
0.017825	0.212448	 
0.017901	0.209763	 
0.017978	0.212143	 
0.018054	0.209	 
0.018131	0.211166	 
0.018207	0.210938	 
0.018284	0.208496	 
0.01836	0.209442	 
0.018437	0.209625	 
0.018513	0.210068	 
0.01859	0.209137	 
0.018666	0.209442	 
0.018743	0.209137	 
0.018819	0.208771	 
0.018896	0.209381	 
0.018972	0.212082	 
0.019049	0.212021	 
0.019125	0.208786	 
0.019202	0.20874	 
0.019278	0.210709	 
0.019355	0.209976	 
0.019431	0.212494	 
0.019508	0.209656	 
0.019584	0.209183	 
0.019661	0.20929	 
0.019737	0.208618	 
0.019814	0.210403	 
0.01989	0.21022	 
0.019967	0.211426	 
0.020043	0.210327	 
0.02012	0.211746	 
0.020196	0.210938	 
0.020273	0.210434	 
0.020349	0.211288	 
0.020426	0.209961	 
0.020502	0.20932	 
0.020579	0.208984	 
0.020655	0.209625	 
