SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Thu Jan 20 12:17:58 CET 2022
Benutzer: RMV
Dark-Spektrum vorhanden: Ja
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H07983
Integrationszeit (usec): 3170 (USB2+H07983)
Spektren Durchschnitt berechnet: 1 (USB2+H07983)
Boxcar Glättung: 0 (USB2+H07983)
Dunkelstromkorrektur: Nein (USB2+H07983)
Puls/Lampe aktiviert: Nein (USB2+H07983)
Correct for Detector Non-linearity: Nein (USB2+H07983)
Streulichtkorrektur: Nein (USB2+H07983)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339,47	-0,0000E00
339,85	-0,0000E00
340,24	-0,0000E00
340,62	-0,0000E00
341,01	-0,0000E00
341,39	-0,0000E00
341,77	-0,0000E00
342,16	-0,0000E00
342,54	-0,0000E00
342,92	-0,0000E00
343,31	-0,0000E00
343,69	-0,0000E00
344,07	-0,0000E00
344,46	-0,0000E00
344,84	-0,0000E00
345,22	-0,0000E00
345,61	-0,0000E00
345,99	-0,0000E00
346,37	-0,0000E00
346,76	-0,0000E00
347,14	-0,0000E00
347,52	-0,0000E00
347,91	-0,0000E00
348,29	-0,0000E00
348,67	-6,3823E00
349,05	-5,8349E00
349,44	-5,1751E00
349,82	-5,7769E00
350,20	-4,7467E00
350,59	-3,6356E00
350,97	-5,0080E00
351,35	-5,0740E00
351,73	-4,0441E00
352,12	-4,1263E00
352,50	-5,3293E00
352,88	-4,3286E00
353,26	-3,7885E00
353,65	-4,1637E00
354,03	-4,8512E00
354,41	-3,8828E00
354,79	-4,0056E00
355,17	-3,7737E00
355,56	-4,1225E00
355,94	-3,5579E00
356,32	-4,1590E00
356,70	-4,6011E00
357,08	-3,8622E00
357,47	-4,1800E00
357,85	-4,5141E00
358,23	-4,7155E00
358,61	-3,8016E00
358,99	-4,7230E00
359,38	-3,7830E00
359,76	-4,7602E00
360,14	-5,6703E00
360,52	-3,7385E00
360,90	-3,5891E00
361,28	-3,7843E00
361,66	-5,3465E00
362,05	-3,6209E00
362,43	-3,8728E00
362,81	-5,4712E00
363,19	-4,6758E00
363,57	-3,2356E00
363,95	-4,3538E00
364,33	-4,6576E00
364,71	-4,5760E00
365,10	-4,8133E00
365,48	-4,9146E00
365,86	-5,6400E00
366,24	-4,4292E00
366,62	-3,8371E00
367,00	-4,6422E00
367,38	-2,7238E00
367,76	-4,1076E00
368,14	-4,5646E00
368,52	-3,8216E00
368,90	-4,2034E00
369,28	-3,7211E00
369,66	-4,1852E00
370,04	-4,0404E00
370,42	-3,4796E00
370,81	-4,2645E00
371,19	-4,8209E00
371,57	-4,4762E00
371,95	-4,9884E00
372,33	-4,2063E00
372,71	-5,1763E00
373,09	-4,6588E00
373,47	-3,3083E00
373,85	-3,9229E00
374,23	-4,4234E00
374,61	-3,7447E00
374,99	-3,9267E00
375,37	-3,0445E00
375,75	-3,7803E00
376,13	-4,4369E00
376,51	-3,1608E00
376,88	-3,8985E00
377,26	-3,9106E00
377,64	-3,5098E00
378,02	-3,7696E00
378,40	-3,5237E00
378,78	-3,8467E00
379,16	-3,9046E00
379,54	-3,1438E00
379,92	-4,1409E00
380,30	-3,7330E00
380,68	-3,3487E00
381,06	-3,6970E00
381,44	-4,1995E00
381,82	-2,8452E00
382,20	-3,5368E00
382,57	-2,8516E00
382,95	-4,0775E00
383,33	-3,2388E00
383,71	-4,0361E00
384,09	-3,8581E00
384,47	-4,2351E00
384,85	-3,4854E00
385,23	-4,2932E00
385,60	-3,4610E00
385,98	-2,7312E00
386,36	-2,9021E00
386,74	-3,0851E00
387,12	-3,5426E00
387,50	-2,7136E00
387,88	-4,0893E00
388,25	-3,5333E00
388,63	-2,4460E00
389,01	-3,2882E00
389,39	-3,5633E00
389,77	-3,0682E00
390,14	-4,0259E00
390,52	-3,0223E00
390,90	-2,9391E00
391,28	-3,7842E00
391,66	-3,4815E00
392,03	-2,7588E00
392,41	-3,3137E00
392,79	-2,3233E00
393,17	-3,5382E00
393,54	-3,2667E00
393,92	-3,5595E00
394,30	-2,9301E00
394,68	-2,9923E00
395,06	-2,9514E00
395,43	-2,6223E00
395,81	-2,8672E00
396,19	-2,6830E00
396,56	-2,6724E00
396,94	-2,1775E00
397,32	-2,8535E00
397,70	-2,9277E00
398,07	-1,7834E00
398,45	-2,9869E00
398,83	-2,3693E00
399,20	-2,3250E00
399,58	-2,6737E00
399,96	-2,6409E00
400,34	-3,5490E00
400,71	-2,2291E00
401,09	-3,0017E00
401,47	-2,3862E00
401,84	-2,7102E00
402,22	-2,2742E00
402,60	-2,2151E00
402,97	-2,3145E00
403,35	-2,5037E00
403,73	-2,3906E00
404,10	-2,7023E00
404,48	-2,7376E00
404,85	-2,9463E00
405,23	-2,0933E00
405,61	-2,3664E00
405,98	-2,4470E00
406,36	-2,6261E00
406,74	-2,8112E00
407,11	-1,7466E00
407,49	-2,5940E00
407,86	-2,7850E00
408,24	-2,3646E00
408,62	-2,6596E00
408,99	-1,7813E00
409,37	-2,6162E00
409,74	-1,9621E00
410,12	-2,5954E00
410,49	-2,1074E00
410,87	-2,3225E00
411,25	-2,0606E00
411,62	-2,0964E00
412,00	-1,7500E00
412,37	-1,8972E00
412,75	-2,8108E00
413,12	-2,1094E00
413,50	-2,2931E00
413,87	-2,3326E00
414,25	-2,2561E00
414,62	-2,1441E00
415,00	-2,4852E00
415,37	-1,7949E00
415,75	-2,4079E00
